o1,pinAll,nas,is,mpicc,1,is,1,18137.0,139102622.0,7669.55
o1,pinAll,nas,is,mpicc,1,is,2,17895.0,136868058.0,7648.4
o1,pinAll,nas,is,mpicc,1,is,3,18172.0,137275970.0,7554.26
o1,pinAll,nas,is,mpicc,4,is,1,145900.25,148700982.0,997.1225000000001
o1,pinAll,nas,is,mpicc,4,is,2,146176.25,110821032.0,755.1724999999999
o1,pinAll,nas,is,mpicc,4,is,3,137549.0,104540698.0,759.675
o1,pinAll,nas,is,mpicc,16,is,1,184808.8125,338508156.0,1823.6725
o1,pinAll,nas,is,mpicc,16,is,2,198586.5,525943446.25,2650.5356249999995
o1,pinAll,nas,is,mpicc,16,is,3,204975.875,630278758.25,3064.4875
o1,pinAll,nas,is,mpicc,64,is,1,442460.40625,335409253.625,4444.1343750000015
o1,pinAll,nas,is,mpicc,64,is,2,534227.375,291157701.5,4617.1918749999995
o1,pinAll,nas,is,mpicc,64,is,3,532850.40625,193414999.0,4262.262812500001
o1,pinAll,nas,lu,mpicc,1,lu,1,171387.0,34406170.0,200.75
o1,pinAll,nas,lu,mpicc,1,lu,2,312781.0,38676474.0,123.65
o1,pinAll,nas,lu,mpicc,1,lu,3,268192.0,30521418.0,113.8
o1,pinAll,nas,lu,mpicc,4,lu,1,1017185.25,315303884.0,309.6675
o1,pinAll,nas,lu,mpicc,4,lu,2,940046.5,304008104.0,314.52250000000004
o1,pinAll,nas,lu,mpicc,4,lu,3,793102.25,217191382.0,275.8125
o1,pinAll,nas,lu,mpicc,16,lu,1,997418.5625,1011059867.5,1038.911875
o1,pinAll,nas,lu,mpicc,16,lu,2,999854.6875,613631792.5,624.49875
o1,pinAll,nas,lu,mpicc,16,lu,3,939059.25,413140236.25,436.451875
o1,pinAll,nas,lu,mpicc,64,lu,1,748925.90625,679568794.0,948.7381250000001
o1,pinAll,nas,lu,mpicc,64,lu,2,1046992.46875,-407660174.625,3048.885
o1,pinAll,nas,lu,mpicc,64,lu,3,906520.3125,1403440370.0,1573.1228124999998
o1,pinAll,nas,mg,mpicc,1,mg,1,44208.0,2598254.0,58.77
o1,pinAll,nas,mg,mpicc,1,mg,2,44440.0,2549934.0,57.38
o1,pinAll,nas,mg,mpicc,1,mg,3,43828.0,2562402.0,58.46
o1,pinAll,nas,mg,mpicc,4,mg,1,228431.25,109642187.0,469.4675
o1,pinAll,nas,mg,mpicc,4,mg,2,202988.75,79518310.0,391.32500000000005
o1,pinAll,nas,mg,mpicc,4,mg,3,210894.75,86805390.0,406.115
o1,pinAll,nas,mg,mpicc,16,mg,1,226958.75,324617373.5,1424.2075000000002
o1,pinAll,nas,mg,mpicc,16,mg,2,218757.625,253900183.0,1166.7225
o1,pinAll,nas,mg,mpicc,16,mg,3,234140.875,781421857.25,3201.5762499999996
o1,pinAll,nas,mg,mpicc,64,mg,1,248247.46875,778299498.75,3128.7428125
o1,pinAll,nas,mg,mpicc,64,mg,2,240023.78125,498873705.25,2096.3615624999998
o1,pinAll,nas,mg,mpicc,64,mg,3,351529.90625,-503457600.75,6115.7456250000005
o1,pinAll,nas,sp,mpicc,1,sp,1,219946.0,88959338.0,404.46
o1,pinAll,nas,sp,mpicc,1,sp,2,78864.0,29767374.0,377.45
o1,pinAll,nas,sp,mpicc,1,sp,3,76906.0,22996138.0,299.02
o1,pinAll,nas,sp,mpicc,4,sp,1,1089726.25,426159557.0,386.7175
o1,pinAll,nas,sp,mpicc,4,sp,2,750420.75,293301532.0,388.675
o1,pinAll,nas,sp,mpicc,4,sp,3,946206.75,377085103.0,373.275
o1,pinAll,nas,sp,mpicc,16,sp,1,853628.9375,335878122.75,390.2625
o1,pinAll,nas,sp,mpicc,16,sp,2,921953.875,560316942.5,673.1431249999999
o1,pinAll,nas,sp,mpicc,16,sp,3,921953.875,560316942.5,673.1431249999999
o1,pinAll,nas,sp,mpicc,64,sp,1,988179.84375,507452929.0,1580.6125000000002
o1,pinAll,nas,sp,mpicc,64,sp,2,1290129.875,1474326767.0,1472.7256249999998
o1,pinAll,nas,sp,mpicc,64,sp,3,953258.375,1491486028.375,1573.9278125
